Project Identifier,Institution Identifier,,,,,,,,,,Project Descriptors,,,Project Funding,,,,Project Type,,,,,,,,,,,,,,Project Members,,,,,,,,,,,,,,Sectoral Reach,,,,,,,,,,,,,,,Curricular Elements,,,,,,,,,,Project Materials,,,,,,,,
Project Code,Instition Code,Project Lead,Project Lead Title,Contact Person,Contact Email,Contact Number,School / University,Country,District,Region,Project Start,Project end,Project status,Total Budget,Internal Funding,External Funding Source,,Poverty Alleviation,Medical Mission,Alternative Learning,Skills Upgrade,Social Entrepreneurship,Home/Upgrade,Water,Electricity,School Improvement,Equipment,Infrastructure,Communication,Wellness,Others,Brothers / Aspirants,Researchers,Professionals,Teachers/Professors,Support Staff,School leaders,Kindergarten,Grade School ,High School,College,Post-Graduate,Alumni,Parents,Volunteers,Poor,Urban Poor,Out-of-School Youth,Indigenous People,Women,Children,Orphans,Senior Citizens,LGBTQIA+,Mentally Ill,Prisoners,Broken Homes,Unemployed,PWD,Others,Service Learning ,CBL,Reach-In,Reach-Out,Co-Curricular (basic ed),Class Project (tertiary),BS/AB thesis/capstone,MA/MS thesis,PhD thesis,Research Project,Description,Pictures,Videos,Website (optional),Collaborator 1,Collaborator 2,Collaborator 3,Collaborator 4,Collaborator 5
1897,DLSU-B,James Creuz,Professor,Henry Dustino,"sayon@dlsumanila.com,org",-2185,La Salle Bacolod,France,Europe,Europe,2021,2023,abandoned,15,10,UNICEF,100,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1898,DLSU-M,Johnny Cross,Rector,Henry Dustino,"sayon@dlsumanila.com,org",-2185,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,on-going,15,10,UNICEF,100,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1899,DLSU-Z,Juan de la Cruz,Professor,Rita Sage,jr.123@trxf.tlo.jk,-2176,La Salle Zobel,Mexico,Mexico,Latin America,2021,2023,abandoned,15,10,-NA-,100,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1900,DLSU-B,James Creuz,Rector,Henry Dustino,abc@delsalle.edu.pt,-2185,La Salle Bacolod,France,Europe,Europe,2021,2023,on-going,15,10,-NA-,100,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1901,DLSU-B,Johnny Cross,Principal,Rita Sage,jr.123@trxf.tlo.jk,-2176,La Salle Bacolod,France,Europe,Europe,2021,2023,abandoned,15,10,UNICEF,100,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1902,DLSU-M,Juan de la Cruz,Rector,Rita Sage,jr.123@trxf.tlo.jk,-2176,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,UNICEF,100,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1903,DLSU-Z,Juan de la Cruz,Professor,Rita Sage,abc@delsalle.edu.pt,-2176,La Salle Zobel,Mexico,Mexico,Latin America,2021,2023,on-going,15,10,UNICEF,100,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1904,DLSU-M,Juan de la Cruz,Rector,Henry Dustino,abc@delsalle.edu.pt,-2185,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,abandoned,15,10,UNICEF,100,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1905,DLSU-B,James Creuz,Principal,George Davis,jr.123@trxf.tlo.jk,-1964,La Salle Bacolod,France,Europe,Europe,2021,2023,on-going,15,10,-NA-,100,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1906,DLSU-M,Johnny Cross,Principal,Rita Sage,abc@delsalle.edu.pt,-2176,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,on-going,15,10,UNICEF,100,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1907,DLSU-B,Juan de la Cruz,Principal,George Davis,abc@delsalle.edu.pt,-1964,La Salle Bacolod,France,Europe,Europe,2021,2023,abandoned,15,10,UNICEF,100,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1908,DLSU-Z,Juan de la Cruz,Professor,George Davis,abc@delsalle.edu.pt,-1964,La Salle Zobel,Mexico,Mexico,Latin America,2021,2023,on-going,15,10,-NA-,100,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1909,DLSU-Z,Juan de la Cruz,Principal,Rita Sage,"sayon@dlsumanila.com,org",-2176,La Salle Zobel,Mexico,Mexico,Latin America,2021,2023,abandoned,15,10,UNICEF,100,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1910,DLSU-M,Juan de la Cruz,Professor,Henry Dustino,abc@delsalle.edu.pt,-2185,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,-NA-,100,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1911,DLSU-M,Juan de la Cruz,Rector,Rita Sage,abc@delsalle.edu.pt,-2176,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,World Bank,100,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1912,DLSU-M,Johnny Cross,Principal,Rita Sage,abc@delsalle.edu.pt,-2176,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,on-going,15,10,UNICEF,100,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1913,DLSU-M,Juan de la Cruz,Rector,George Davis,abc@delsalle.edu.pt,-1964,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,UNICEF,100,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1914,DLSU-M,Juan de la Cruz,Professor,George Davis,abc@delsalle.edu.pt,-1964,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,on-going,15,10,World Bank,100,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1915,DLSU-Z,James Creuz,Rector,George Davis,"sayon@dlsumanila.com,org",-1964,La Salle Zobel,Mexico,Mexico,Latin America,2021,2023,abandoned,15,10,UNICEF,100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1916,DLSU-M,Johnny Cross,Rector,Rita Sage,abc@delsalle.edu.pt,-2176,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,abandoned,15,10,-NA-,100,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1917,DLSU-M,Johnny Cross,Rector,George Davis,abc@delsalle.edu.pt,-1964,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,abandoned,15,10,UNICEF,100,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1918,DLSU-M,Johnny Cross,Rector,Henry Dustino,abc@delsalle.edu.pt,-2185,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,on-going,15,10,World Bank,100,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1919,DLSU-M,Juan de la Cruz,Rector,George Davis,"sayon@dlsumanila.com,org",-1964,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,UNICEF,100,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1920,DLSU-B,Juan de la Cruz,Rector,Henry Dustino,abc@delsalle.edu.pt,-2185,La Salle Bacolod,France,Europe,Europe,2021,2023,abandoned,15,10,UNICEF,100,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1921,DLSU-Z,Juan de la Cruz,Rector,Rita Sage,abc@delsalle.edu.pt,-2176,La Salle Zobel,Mexico,Mexico,Latin America,2021,2023,completed,15,10,UNICEF,100,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1922,DLSU-B,Juan de la Cruz,Rector,Henry Dustino,"sayon@dlsumanila.com,org",-2185,La Salle Bacolod,France,Europe,Europe,2021,2023,completed,15,10,UNICEF,100,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1923,DLSU-M,Johnny Cross,Principal,George Davis,jr.123@trxf.tlo.jk,-1964,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,UNICEF,100,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1924,DLSU-M,James Creuz,Professor,George Davis,"sayon@dlsumanila.com,org",-1964,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,-NA-,100,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1925,DLSU-M,James Creuz,Rector,George Davis,abc@delsalle.edu.pt,-1964,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,on-going,15,10,-NA-,100,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1926,DLSU-Z,Juan de la Cruz,Professor,Rita Sage,abc@delsalle.edu.pt,-2176,La Salle Zobel,Mexico,Mexico,Latin America,2021,2023,on-going,15,10,UNICEF,100,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1927,DLSU-B,Juan de la Cruz,Rector,Rita Sage,jr.123@trxf.tlo.jk,-2176,La Salle Bacolod,France,Europe,Europe,2021,2023,completed,15,10,UNICEF,100,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1928,DLSU-M,James Creuz,Rector,Henry Dustino,jr.123@trxf.tlo.jk,-2185,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,UNICEF,100,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1929,DLSU-B,James Creuz,Professor,Rita Sage,jr.123@trxf.tlo.jk,-2176,La Salle Bacolod,France,Europe,Europe,2021,2023,completed,15,10,-NA-,100,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1930,DLSU-B,Juan de la Cruz,Rector,George Davis,jr.123@trxf.tlo.jk,-1964,La Salle Bacolod,France,Europe,Europe,2021,2023,abandoned,15,10,World Bank,100,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1931,DLSU-Z,Johnny Cross,Rector,George Davis,abc@delsalle.edu.pt,-1964,La Salle Zobel,Mexico,Mexico,Latin America,2021,2023,on-going,15,10,-NA-,100,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
1932,DLSU-M,Juan de la Cruz,Rector,Rita Sage,jr.123@trxf.tlo.jk,-2176,DLSU-Manila,Philippines,East Asia,Asia Pacific,2021,2023,completed,15,10,UNICEF,100,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,"This project was initiated by the Bishop of the city of Arguelles in 1979, and is now incorprated in the curricuoum of all engineering students as a service learning component at the junior year.",www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph,www.dlsu.edu.ph
